edgeId,edgeType,maneuver,fromIndex,fromName,fromRoad,fromLane,fromX,fromY,fromZ,toIndex,toName,toRoad,toLane,toX,toY,toZ,controlX,controlY,controlZ,angleDegrees,fromLaneIsLeftmostTurnLane,source,bridgePart
15521,base,base,15228,Road_146-Lane_0-Waypoint_14,146,0,-1769.998,0.847,-1421.706,4879,Road_146-Lane_0-Waypoint_16,146,0,-1769.993,0.924,-1426.036,,,,0.00,1,gley,
15522,base,base,15229,Road_68-Lane_0-Out,68,0,-123.762,0.000,446.422,9234,Road_68-Lane_0-CConnect3,68,0,-123.888,0.000,452.056,,,,0.00,1,gley,
15523,base,base,15229,Road_68-Lane_0-Out,68,0,-123.762,0.000,446.422,8279,Road_68-Lane_0-CConnect4,68,0,-124.116,0.000,452.517,,,,0.00,1,gley,
15524,base,base,15230,Road_237-Lane_0-Waypoint_95,237,0,-2056.857,0.300,-900.410,1966,Road_237-Lane_0-Waypoint_92,237,0,-2052.295,0.300,-900.669,,,,0.00,1,gley,
15525,base,base,15231,Road_1706-Lane_0-Waypoint_46,1706,0,-1582.884,0.200,-1212.275,8223,Road_1706-Lane_0-Out,1706,0,-1585.992,0.200,-1214.854,,,,0.00,1,gley,bridge_cross_179_183
15526,base,base,15232,Road_251-Lane_0-Waypoint_58,251,0,-2950.702,0.050,-1540.326,5425,Road_251-Lane_0-Waypoint_56,251,0,-2950.650,0.050,-1533.283,,,,0.00,1,gley,
15528,base,base,15234,Road_134-Lane_1-Out,134,1,-386.088,0.010,-40.902,3590,Road_134-Lane_1-CConnect3,134,1,-386.344,0.010,-35.511,,,,0.00,1,gley,
15529,base,base,15234,Road_134-Lane_1-Out,134,1,-386.088,0.010,-40.902,5040,Road_134-Lane_1-CConnect6,134,1,-386.259,0.010,-35.384,,,,0.00,1,gley,
15530,base,base,15235,Road_217-Lane_0-Waypoint_3,217,0,-2460.922,9.390,-1299.288,11606,Road_217-Lane_0-Waypoint_5,217,0,-2467.007,9.170,-1296.746,,,,0.00,1,gley,
15531,base,base,15236,Road_42-Lane_1-Waypoint_2,42,1,399.878,0.000,343.233,8302,Road_42-Lane_1-Waypoint_4,42,1,399.873,0.000,350.166,,,,0.00,1,gley,
15532,base,base,15237,Road_210-Lane_1-Waypoint_44,210,1,-2394.740,-0.008,-1532.704,2520,Road_210-Lane_1-Waypoint_46,210,1,-2395.144,-0.008,-1537.741,,,,0.00,1,gley,
15533,base,base,15238,Road_169-Lane_2-Connector2,169,2,-1674.552,0.200,-1141.839,8267,Road_169-Lane_2-Connector3,169,2,-1677.915,0.200,-1141.856,,,,0.00,0,gley,
15534,base,base,15239,Road_165-Lane_3-CConnect6,165,3,-1782.007,0.200,-962.204,11508,Road_166-Lane_2-In,166,2,-1785.259,0.200,-962.204,,,,0.00,0,gley,
15535,base,base,15240,Road_113-Lane_1-Waypoint_22,113,1,-459.231,0.010,-355.798,8397,Road_113-Lane_1-Out,113,1,-461.601,0.010,-355.799,,,,0.00,0,gley,
15536,base,base,15241,Road_144-Lane_2-Waypoint_14,144,2,-1720.324,0.200,-1353.834,11669,Road_144-Lane_2-Waypoint_16,144,2,-1715.995,0.200,-1353.821,,,,0.00,1,gley,
15537,base,base,15242,Road_98-Lane_1-Connector5,98,1,-227.670,0.008,-105.343,9451,Road_98-Lane_1-CConnect5,98,1,-233.516,0.010,-110.215,,,,0.00,1,gley,
15538,base,base,15243,Road_23-Lane_0-Waypoint_2,23,0,376.454,0.000,466.323,7808,Road_23-Lane_0-Waypoint_4,23,0,370.268,0.000,466.324,,,,0.00,1,gley,
15539,base,base,15244,Road_1707-Lane_0-Waypoint_2,1707,0,-1747.646,0.200,-1147.111,11344,Road_1707-Lane_0-Out,1707,0,-1754.972,0.200,-1147.093,,,,0.00,1,gley,bridge_junction_north
15540,base,base,15245,Road_52-Lane_0-Connector4,52,0,307.196,0.000,322.705,11146,Road_52-Lane_0-Connector5,52,0,303.814,0.000,322.641,,,,0.00,0,gley,
15541,base,base,15246,Road_134-Lane_0-Waypoint_10,134,0,-389.645,0.010,-158.066,9393,Road_134-Lane_0-Waypoint_8,134,0,-389.623,0.010,-163.928,,,,0.00,1,gley,
15542,base,base,15247,Road_219-Lane_1-Waypoint_142,219,1,-2926.124,-0.008,-1171.557,17898,Road_219-Lane_1-Waypoint_143,219,1,-2930.417,-0.008,-1172.173,,,,0.00,0,gley,
15543,base,base,15248,Road_79-Lane_0-Waypoint_8,79,0,98.917,0.000,255.324,8813,Road_79-Lane_0-Waypoint_6,79,0,103.577,0.000,255.331,,,,0.00,1,gley,
15544,base,base,15249,Road_1704-Lane_1-Waypoint_84,1704,1,-422.751,6.602,-267.371,4173,Road_1704-Lane_1-Waypoint_86,1704,1,-419.326,6.160,-264.549,,,,0.00,1,gley,bridge_cross_177_194
15545,base,base,15250,Road_197-Lane_5-Waypoint_93,197,5,-1796.304,9.172,-1334.730,15089,Road_197-Lane_5-Waypoint_96,197,5,-1805.592,9.172,-1334.734,,,,0.00,0,gley,
15546,base,base,15251,Road_166-Lane_3-Waypoint_4,166,3,-1831.744,0.200,-977.732,10994,Road_166-Lane_3-Waypoint_6,166,3,-1826.504,0.200,-977.774,,,,0.00,0,gley,
15547,base,base,15252,Road_35-Lane_0-Waypoint_10,35,0,-80.662,0.000,462.620,3500,Road_35-Lane_0-Waypoint_8,35,0,-76.483,0.000,462.616,,,,0.00,1,gley,
15548,base,base,15253,Road_3-Lane_2-Waypoint_18,3,2,251.839,0.000,-216.434,13514,Road_3-Lane_2-Waypoint_16,3,2,256.706,0.000,-216.431,,,,0.00,0,gley,
15549,base,base,15254,Road_121-Lane_1-Connector2,121,1,-472.462,0.010,-21.301,7340,Road_121-Lane_1-Connector3,121,1,-475.611,0.010,-21.312,,,,0.00,1,gley,
15550,base,base,15255,Road_34-Lane_0-Waypoint_16,34,0,102.386,0.000,-377.937,13936,Road_34-Lane_0-Waypoint_18,34,0,107.445,0.000,-377.939,,,,0.00,0,gley,
15551,base,base,15256,Road_237-Lane_1-Waypoint_5,237,1,-1898.933,0.300,-967.682,8143,Road_237-Lane_1-Waypoint_6,237,1,-1902.975,0.300,-967.694,,,,0.00,1,gley,
15552,base,base,15257,Road_22-Lane_0-Out,22,0,221.317,0.000,-5.742,9289,Road_22-Lane_0-CConnect8,22,0,221.334,0.000,-11.110,,,,0.00,1,gley,
15553,base,base,15257,Road_22-Lane_0-Out,22,0,221.317,0.000,-5.742,13847,Road_22-Lane_0-CConnect4,22,0,220.696,0.000,-12.968,,,,0.00,1,gley,
15554,base,base,15257,Road_22-Lane_0-Out,22,0,221.317,0.000,-5.742,6359,Road_22-Lane_0-CConnect4,22,0,221.207,0.000,-11.016,,,,0.00,1,gley,
15555,base,base,15258,Road_114-Lane_0-Out,114,0,-401.440,0.010,-382.159,8544,Road_114-Lane_0-CConnect6,114,0,-396.233,0.010,-382.153,,,,0.00,0,gley,
15556,base,base,15259,Road_155-Lane_1-Waypoint_30,155,1,-1412.670,0.200,-1063.998,9039,Road_155-Lane_1-Waypoint_32,155,1,-1412.660,0.200,-1068.056,,,,0.00,1,gley,
15557,base,base,15260,Road_174-Lane_0-Connector5,174,0,-1603.193,0.200,-1246.409,3950,Road_174-Lane_0-Connector6,174,0,-1601.369,0.200,-1244.224,,,,0.00,1,gley,
15558,base,base,15261,Road_209-Lane_0-Waypoint_162,209,0,-2517.784,-0.008,-1380.195,2368,Road_209-Lane_0-Waypoint_160,209,0,-2524.037,-0.008,-1379.717,,,,0.00,1,gley,
15559,base,base,15262,Road_1706-Lane_0-Waypoint_12,1706,0,-1518.709,5.347,-1159.022,8762,Road_1706-Lane_0-Waypoint_14,1706,0,-1522.388,4.870,-1162.075,,,,0.00,1,gley,bridge_cross_179_183
15560,base,base,15263,Road_106-Lane_0-Waypoint_40,106,0,-40.399,0.000,-91.939,9407,Road_106-Lane_0-Waypoint_38,106,0,-40.396,0.000,-96.540,,,,0.00,1,gley,
15561,base,base,15264,Road_6-Lane_0-Waypoint_6,6,0,253.701,0.000,-21.321,8348,Road_6-Lane_0-Waypoint_4,6,0,248.396,0.000,-21.322,,,,0.00,1,gley,
15562,base,base,15265,Road_129-Lane_1-Waypoint_20,129,1,-472.715,0.010,-285.707,4532,Road_129-Lane_1-Waypoint_22,129,1,-472.708,0.010,-281.704,,,,0.00,1,gley,
15563,base,base,15266,Road_55-Lane_0-Waypoint_2,55,0,-147.889,0.000,462.624,4934,Road_55-Lane_0-Out,55,0,-140.557,0.000,462.632,,,,0.00,1,gley,
15564,base,base,15267,Road_36-Lane_0-Waypoint_15,36,0,396.086,0.000,219.704,1228,Road_36-Lane_0-Waypoint_13,36,0,396.087,0.000,214.268,,,,0.00,1,gley,
15565,base,base,15268,Road_237-Lane_3-Waypoint_10,237,3,-1916.691,0.300,-962.649,9819,Road_237-Lane_3-Waypoint_12,237,3,-1922.252,0.300,-962.557,,,,0.00,0,gley,
15566,base,base,15269,Road_218-Lane_2-Waypoint_74,218,2,-2297.122,8.500,-1352.455,12903,Road_218-Lane_2-Waypoint_72,218,2,-2290.318,8.500,-1352.618,,,,0.00,0,gley,
15567,base,base,15270,Road_67-Lane_1-CConnect4,67,1,-226.457,0.000,319.327,12602,Road_64-Lane_0-In,64,0,-227.111,0.010,318.993,,,,0.00,1,gley,
15568,base,base,15271,Road_225-Lane_1-Waypoint_14,225,1,-2994.656,-0.198,-1086.097,9458,Road_225-Lane_1-Waypoint_16,225,1,-2998.612,-0.209,-1086.864,,,,0.00,1,gley,
15569,base,base,15272,Road_218-Lane_4-Waypoint_6,218,4,-2120.260,8.500,-1358.127,3414,Road_218-Lane_4-Waypoint_4,218,4,-2113.248,8.500,-1358.160,,,,0.00,0,gley,
15571,base,base,15274,Road_256-Lane_1-Waypoint_41,256,1,-2694.775,0.050,-1479.566,13729,Road_256-Lane_1-Out,256,1,-2693.478,0.050,-1479.609,,,,0.00,1,gley,
15572,base,base,15275,Road_242-Lane_1-Waypoint_68,242,1,-3180.479,0.050,-1358.289,6040,Road_242-Lane_1-Waypoint_70,242,1,-3175.432,0.050,-1358.151,,,,0.00,1,gley,
15573,base,base,15276,Road_153-Lane_1-Connector2,153,1,-1413.497,2.000,-1499.985,13107,Road_153-Lane_1-Connector3,153,1,-1416.962,2.000,-1501.997,,,,0.00,1,gley,
15574,base,base,15277,Road_15-Lane_2-Waypoint_6,15,2,190.717,0.000,-363.499,4795,Road_15-Lane_2-Waypoint_8,15,2,186.126,0.000,-363.496,,,,0.00,1,gley,
15576,base,base,15279,Road_91-Lane_0-Waypoint_4,91,0,20.633,0.000,-359.701,1668,Road_91-Lane_0-Waypoint_6,91,0,15.433,0.000,-359.702,,,,0.00,0,gley,
15577,base,base,15280,Road_254-Lane_1-Waypoint_132,254,1,-2716.527,0.050,-1705.405,17586,Road_254-Lane_1-Waypoint_134,254,1,-2716.431,0.050,-1712.435,,,,0.00,1,gley,
15578,base,base,15281,Road_154-Lane_1-Connector3,154,1,-1407.209,0.200,-1154.690,7671,Road_154-Lane_1-Connector4,154,1,-1407.208,0.200,-1151.568,,,,0.00,1,gley,
15580,base,base,15283,Road_240-Lane_1-Waypoint_147,240,1,-3062.601,0.050,-1562.046,16557,Road_240-Lane_1-Waypoint_149,240,1,-3058.538,0.050,-1562.022,,,,0.00,1,gley,
15581,base,base,15284,Road_240-Lane_0-Waypoint_16,240,0,-3208.445,0.050,-1410.367,15718,Road_240-Lane_0-Waypoint_14,240,0,-3208.443,0.050,-1405.818,,,,0.00,1,gley,
15582,base,base,15285,Road_107-Lane_1-Waypoint_18,107,1,50.757,0.000,-138.120,2934,Road_107-Lane_1-Waypoint_20,107,1,50.756,0.000,-133.699,,,,0.00,1,gley,
15583,base,base,15286,Road_22-Lane_0-Connector5,22,0,221.377,0.000,-25.141,3895,Road_22-Lane_0-Connector6,22,0,221.387,0.000,-28.347,,,,0.00,1,gley,
15585,base,base,15288,Road_63-Lane_1-Connector5,63,1,-121.640,0.000,305.570,10743,Road_63-Lane_1-CConnect5,63,1,-117.339,0.000,305.567,,,,0.00,0,gley,
15586,base,base,15289,Road_197-Lane_5-Waypoint_57,197,5,-1695.838,9.172,-1334.627,15941,Road_197-Lane_5-Waypoint_60,197,5,-1704.686,9.172,-1334.639,,,,0.00,0,gley,
15587,base,base,15290,Road_102-Lane_0-Waypoint_32,102,0,-127.763,0.000,-259.362,8089,Road_102-Lane_0-Waypoint_30,102,0,-127.761,0.000,-264.361,,,,0.00,1,gley,
15588,base,base,15291,Road_73-Lane_1-Waypoint_26,73,1,-127.884,0.000,226.607,14560,Road_73-Lane_1-Waypoint_28,73,1,-127.877,0.000,222.242,,,,0.00,1,gley,
15589,base,base,15292,Road_75-Lane_2-Waypoint_10,75,2,-80.535,0.000,157.931,11766,Road_75-Lane_2-Waypoint_8,75,2,-76.337,0.000,157.936,,,,0.00,0,gley,
15590,base,base,15293,Road_106-Lane_1-Connector2,106,1,-35.527,0.000,-31.922,4021,Road_106-Lane_1-Connector3,106,1,-32.615,0.000,-29.886,,,,0.00,1,gley,
15591,base,base,15294,Road_234-Lane_1-Connector3,234,1,-2636.048,-0.003,-912.459,7462,Road_234-Lane_1-Connector4,234,1,-2640.598,-0.002,-913.071,,,,0.00,1,gley,
15592,base,base,15295,Road_80-Lane_1-Waypoint_22,80,1,59.778,0.000,375.524,2630,Road_80-Lane_1-Waypoint_24,80,1,55.647,0.000,375.523,,,,0.00,1,gley,
15593,base,base,15296,Road_97-Lane_0-Connector4,97,0,-218.469,0.006,-359.399,6466,Road_97-Lane_0-Connector5,97,0,-220.843,0.007,-361.899,,,,0.00,1,gley,
15594,base,base,15297,Road_7-Lane_0-Connector3,7,0,309.916,0.000,-21.308,13681,Road_7-Lane_0-Connector4,7,0,306.859,0.000,-21.309,,,,0.00,1,gley,
15595,base,base,15298,Road_214-Lane_3-Waypoint_74,214,3,-2580.180,-0.008,-1277.566,2108,Road_214-Lane_3-Waypoint_76,214,3,-2577.955,-0.008,-1281.458,,,,0.00,0,gley,
15596,base,base,15299,Road_157-Lane_0-Waypoint_16,157,0,-1554.779,0.200,-972.577,11327,Road_157-Lane_0-Waypoint_14,157,0,-1550.359,0.200,-972.593,,,,0.00,1,gley,
15597,base,base,15300,Road_36-Lane_0-In,36,0,396.074,0.000,228.461,2454,Road_36-Lane_0-Waypoint_17,36,0,396.078,0.000,226.454,,,,0.00,1,gley,
15598,base,base,15301,Road_19-Lane_1-Connector2,19,1,139.359,0.000,-30.446,14977,Road_19-Lane_1-CConnect2,19,1,143.036,0.000,-29.413,,,,0.00,1,gley,
15599,base,base,15302,Road_211-Lane_0-Waypoint_10,211,0,-2325.661,0.000,-1418.044,6703,Road_211-Lane_0-Waypoint_8,211,0,-2331.863,0.000,-1417.487,,,,0.00,1,gley,
15600,base,base,15303,Road_57-Lane_0-Connector2,57,0,51.483,0.000,158.207,3284,Road_57-Lane_0-Connector3,57,0,53.178,0.000,160.493,,,,0.00,1,gley,
15601,base,base,15304,Road_20-Lane_0-Waypoint_42,20,0,134.070,0.000,99.287,4040,Road_20-Lane_0-Waypoint_40,20,0,134.068,0.000,94.521,,,,0.00,1,gley,
15602,base,base,15305,Road_115-Lane_0-Out,115,0,-550.100,0.010,-359.735,1462,Road_115-Lane_0-CConnect5,115,0,-559.699,0.010,-358.383,,,,0.00,0,gley,
15604,base,base,15307,Road_58-Lane_1-Waypoint_2,58,1,46.654,0.000,85.235,15081,Road_58-Lane_1-Waypoint_4,58,1,46.651,0.000,79.875,,,,0.00,1,gley,
15605,base,base,15308,Road_197-Lane_3-Waypoint_3,197,3,-1424.577,9.172,-1339.012,12079,Road_197-Lane_3-Waypoint_5,197,3,-1440.414,9.172,-1339.018,,,,0.00,0,gley,
15606,base,base,15309,Road_1706-Lane_1-Waypoint_112,1706,1,-375.105,3.215,-213.663,16630,Road_1706-Lane_1-Waypoint_110,1706,1,-379.836,3.826,-217.561,,,,0.00,1,gley,bridge_cross_179_183
15607,base,base,15310,Road_94-Lane_1-Waypoint_6,94,1,-71.839,0.000,-355.762,8426,Road_94-Lane_1-Waypoint_8,94,1,-76.373,0.000,-355.768,,,,0.00,0,gley,
15608,base,base,15311,Road_160-Lane_0-Waypoint_32,160,0,-1769.978,0.200,-1070.671,5036,Road_160-Lane_0-Waypoint_34,160,0,-1769.978,0.200,-1074.848,,,,0.00,1,gley,
15609,base,base,15312,Road_52-Lane_1-Waypoint_10,52,1,350.147,0.000,319.190,457,Road_52-Lane_1-Waypoint_8,52,1,345.959,0.000,319.191,,,,0.00,1,gley,
15610,base,base,15313,Road_115-Lane_1-In,115,1,-488.696,0.010,-355.486,14832,Road_115-Lane_1-Waypoint_2,115,1,-496.042,0.010,-355.516,,,,0.00,0,gley,
15611,base,base,15314,Road_122-Lane_0-Waypoint_8,122,0,-337.752,0.010,-25.419,6603,Road_122-Lane_0-Waypoint_6,122,0,-333.099,0.010,-25.437,,,,0.00,1,gley,
15612,base,base,15315,Road_13-Lane_2-Waypoint_6,13,2,255.233,0.000,-374.388,10469,Road_13-Lane_2-Waypoint_8,13,2,259.825,0.000,-374.390,,,,0.00,1,gley,
15613,base,base,15316,Road_210-Lane_1-Waypoint_10,210,1,-2387.794,-0.008,-1454.898,1848,Road_210-Lane_1-Waypoint_12,210,1,-2388.294,-0.008,-1460.522,,,,0.00,1,gley,
15614,base,base,15317,Road_12-Lane_2-Connector3,12,2,224.241,0.000,-363.484,3390,Road_12-Lane_2-Connector4,12,2,221.216,0.000,-363.489,,,,0.00,1,gley,
15615,base,base,15318,Road_163-Lane_1-Connector13,163,1,-1863.221,0.200,-1362.420,14401,Road_163-Lane_1-Connector14,163,1,-1863.248,0.200,-1366.602,,,,0.00,1,gley,
15616,base,base,15319,Road_131-Lane_1-Waypoint_20,131,1,-472.817,0.010,-134.497,15795,Road_131-Lane_1-Waypoint_22,131,1,-472.823,0.010,-130.218,,,,0.00,1,gley,
15617,base,base,15320,Road_136-Lane_1-Connector8,136,1,-1604.516,0.200,-1327.266,11392,Road_136-Lane_1-Connector9,136,1,-1608.653,0.200,-1327.259,,,,0.00,0,gley,
15618,base,base,15321,Road_237-Lane_3-Waypoint_245,237,3,-2502.084,0.000,-943.836,1283,Road_237-Lane_3-Waypoint_247,237,3,-2505.895,0.000,-947.261,,,,0.00,0,gley,
15619,base,base,15322,Road_127-Lane_1-Connector11,127,1,-298.269,0.010,-142.289,11348,Road_127-Lane_1-Connector12,127,1,-298.273,0.010,-137.713,,,,0.00,1,gley,
15620,base,base,15323,Road_123-Lane_2-Waypoint_30,123,2,-264.633,0.010,-29.362,3539,Road_123-Lane_2-Waypoint_28,123,2,-259.397,0.010,-29.347,,,,0.00,0,gley,
15621,base,base,15324,Road_24-Lane_0-Connector3,24,0,395.912,0.000,-19.034,10491,Road_24-Lane_0-Connector4,24,0,395.921,0.000,-22.168,,,,0.00,1,gley,
15622,base,base,15325,Road_251-Lane_1-Waypoint_72,251,1,-2953.011,0.050,-1585.862,4984,Road_251-Lane_1-Waypoint_74,251,1,-2953.043,0.050,-1591.479,,,,0.00,1,gley,
15623,base,base,15326,Road_229-Lane_1-Waypoint_6,229,1,-3025.833,-0.209,-1038.955,1675,Road_229-Lane_1-Waypoint_8,229,1,-3020.890,-0.209,-1037.602,,,,0.00,1,gley,
15624,base,base,15327,Road_119-Lane_1-Waypoint_16,119,1,-528.693,0.010,-208.510,15395,Road_119-Lane_1-Waypoint_18,119,1,-533.564,0.010,-208.501,,,,0.00,1,gley,
15625,base,base,15328,Road_108-Lane_3-Waypoint_10,108,3,-197.895,0.010,-75.147,16021,Road_108-Lane_3-Waypoint_12,108,3,-201.285,0.010,-78.005,,,,0.00,0,gley,
15626,base,base,15329,Road_209-Lane_1-Connector3,209,1,-2380.874,0.000,-1402.903,7242,Road_209-Lane_1-Connector4,209,1,-2381.600,0.000,-1408.101,,,,0.00,1,gley,
15627,base,base,15330,Road_217-Lane_1-Waypoint_57,217,1,-2563.224,3.014,-1212.868,7353,Road_217-Lane_1-Waypoint_60,217,1,-2564.234,2.295,-1207.403,,,,0.00,0,gley,
15628,base,base,15331,Road_214-Lane_0-Waypoint_2,214,0,-2562.670,0.000,-1101.581,12828,Road_214-Lane_0-Out,214,0,-2559.130,0.000,-1095.277,,,,0.00,1,gley,
15629,base,base,15332,Road_97-Lane_0-In,97,0,-215.144,0.000,-228.713,5257,Road_97-Lane_0-Waypoint_40,97,0,-215.144,0.000,-234.475,,,,0.00,1,gley,
15630,base,base,15333,Road_34-Lane_3-Connector2,34,3,131.430,0.000,-385.813,12742,Road_34-Lane_3-Connector3,34,3,134.654,0.000,-385.767,,,,0.00,0,gley,
15631,base,base,15334,Road_113-Lane_0-In,113,0,-401.311,0.010,-359.788,15432,Road_113-Lane_0-Waypoint_2,113,0,-408.645,0.010,-359.790,,,,0.00,0,gley,
15632,base,base,15335,Road_214-Lane_2-Waypoint_75,214,2,-2566.139,-0.008,-1271.951,6470,Road_214-Lane_2-Waypoint_72,214,2,-2568.834,-0.008,-1266.863,,,,0.00,0,gley,
15633,base,base,15336,Road_120-Lane_2-CConnect6,120,2,-483.470,0.010,-29.337,209,Road_120-Lane_2-Connector2,120,2,-479.626,0.010,-29.325,,,,0.00,0,gley,
15634,base,base,15337,Road_92-Lane_3-Waypoint_10,92,3,6.578,0.000,-374.240,2376,Road_92-Lane_3-Waypoint_8,92,3,10.705,0.000,-374.233,,,,0.00,1,gley,
15635,base,base,15338,Road_197-Lane_4-Waypoint_115,197,4,-1876.210,8.690,-1357.725,498,Road_197-Lane_4-Waypoint_113,197,4,-1867.578,9.687,-1357.729,,,,0.00,0,gley,
15636,base,base,15339,Road_60-Lane_0-CConnect5,60,0,-136.433,0.000,319.132,13588,Road_62-Lane_0-In,62,0,-140.441,0.000,319.134,,,,0.00,1,gley,
15637,base,base,15340,Road_155-Lane_0-Waypoint_8,155,0,-1407.495,0.200,-1013.323,8389,Road_155-Lane_0-Waypoint_6,155,0,-1407.511,0.200,-1007.086,,,,0.00,1,gley,
15638,base,base,15341,Road_52-Lane_0-Waypoint_22,52,0,380.270,0.000,322.986,12435,Road_52-Lane_0-Waypoint_20,52,0,373.424,0.000,322.987,,,,0.00,0,gley,
15639,base,base,15342,Road_73-Lane_0-CConnect3,73,0,-118.790,0.000,309.313,15576,Road_61-Lane_0-In,61,0,-113.757,0.000,309.565,,,,0.00,1,gley,
15640,base,base,15343,Road_115-Lane_0-Connector3,115,0,-563.906,0.010,-368.949,13743,Road_115-Lane_0-Connector4,115,0,-560.424,0.010,-376.044,,,,0.00,0,gley,
15641,base,base,15344,Road_126-Lane_1-CConnect7,126,1,-298.302,0.010,-197.231,1548,Road_127-Lane_1-In,127,1,-298.298,0.010,-193.050,,,,0.00,1,gley,
15642,base,base,15345,Road_116-Lane_2-Waypoint_14,116,2,-514.276,0.010,-374.072,12857,Road_116-Lane_2-Waypoint_16,116,2,-509.900,0.010,-374.055,,,,0.00,1,gley,
15643,base,base,15346,Road_106-Lane_1-Waypoint_34,106,1,-36.388,0.000,-105.176,8360,Road_106-Lane_1-Waypoint_36,106,1,-36.392,0.000,-100.936,,,,0.00,1,gley,
15644,base,base,15347,Road_75-Lane_1-Connector5,75,1,-127.534,0.000,154.380,5521,Road_75-Lane_1-CConnect5,75,1,-127.837,0.000,146.617,,,,0.00,1,gley,
15645,base,base,15348,Road_53-Lane_3-Waypoint_6,53,3,166.731,0.000,458.629,7471,Road_53-Lane_3-Waypoint_8,53,3,171.349,0.000,458.627,,,,0.00,0,gley,
15646,base,base,15349,Road_1705-Lane_1-Waypoint_106,1705,1,-532.075,20.074,-351.588,2859,Road_1705-Lane_1-Waypoint_108,1705,1,-536.524,20.527,-355.263,,,,0.00,1,gley,bridge_cross_178_184
15647,base,base,15350,Road_17-Lane_3-Waypoint_4,17,3,195.857,0.000,-204.501,2998,Road_17-Lane_3-Waypoint_6,17,3,190.554,0.000,-204.503,,,,0.00,0,gley,
15648,base,base,15351,Road_210-Lane_0-Connector3,210,0,-2377.377,0.000,-1399.776,2852,Road_210-Lane_0-Connector4,210,0,-2376.607,0.000,-1394.368,,,,0.00,1,gley,
15649,base,base,15352,Road_138-Lane_2-Waypoint_6,138,2,-1647.294,0.200,-1354.243,17838,Road_138-Lane_2-Waypoint_8,138,2,-1642.698,0.200,-1354.266,,,,0.00,1,gley,
15650,base,base,15353,Road_166-Lane_3-Waypoint_18,166,3,-1800.101,0.200,-977.986,10906,Road_166-Lane_3-Waypoint_20,166,3,-1794.169,0.200,-978.033,,,,0.00,0,gley,
15651,base,base,15354,Road_160-Lane_0-Connector3,160,0,-1770.259,0.200,-1146.870,8455,Road_160-Lane_0-Connector4,160,0,-1770.325,0.200,-1149.929,,,,0.00,1,gley,
15652,base,base,15355,Road_19-Lane_1-Waypoint_18,19,1,138.153,0.000,-138.918,510,Road_19-Lane_1-Waypoint_20,19,1,138.151,0.000,-134.470,,,,0.00,1,gley,
15653,base,base,15356,Road_214-Lane_1-Waypoint_62,214,1,-2585.058,-0.008,-1251.770,10225,Road_214-Lane_1-Waypoint_64,214,1,-2583.913,-0.008,-1255.795,,,,0.00,1,gley,
15655,base,base,15358,Road_214-Lane_0-Waypoint_18,214,0,-2575.006,0.000,-1148.557,6277,Road_214-Lane_0-Waypoint_16,214,0,-2573.778,0.000,-1143.009,,,,0.00,1,gley,
15656,base,base,15359,Road_214-Lane_2-Waypoint_42,214,2,-2579.000,0.000,-1208.791,15692,Road_214-Lane_2-Waypoint_40,214,2,-2578.746,0.000,-1204.333,,,,0.00,0,gley,
15658,base,base,15361,Road_6-Lane_2-CConnect5,6,2,211.435,0.000,-17.328,6052,Road_21-Lane_3-In,21,3,209.405,0.000,-17.328,,,,0.00,0,gley,
15659,base,base,15362,Road_1705-Lane_1-Out,1705,1,-590.008,25.968,-399.447,6301,Road_1705-Lane_1-CConnect0,1705,1,-591.071,26.071,-400.223,,,,0.00,1,gley,bridge_cross_178_184
15660,base,base,15363,Road_256-Lane_0-Waypoint_31,256,0,-2722.472,0.050,-1485.591,15529,Road_256-Lane_0-Waypoint_29,256,0,-2727.533,0.050,-1488.434,,,,0.00,1,gley,
15661,base,base,15364,Road_17-Lane_1-Waypoint_12,17,1,177.687,0.000,-208.506,6425,Road_17-Lane_1-Waypoint_14,17,1,173.618,0.000,-208.508,,,,0.00,1,gley,
15662,base,base,15365,Road_131-Lane_1-Waypoint_52,131,1,-472.915,0.010,-59.363,6569,Road_131-Lane_1-Waypoint_54,131,1,-472.924,0.010,-52.410,,,,0.00,1,gley,
15663,base,base,15366,Road_216-Lane_2-Waypoint_46,216,2,-2517.372,9.080,-1287.937,5780,Road_216-Lane_2-Waypoint_48,216,2,-2510.964,9.080,-1290.159,,,,0.00,1,gley,
15664,base,base,15367,Road_108-Lane_3-Waypoint_8,108,3,-194.772,0.010,-72.511,15328,Road_108-Lane_3-Waypoint_10,108,3,-197.895,0.010,-75.147,,,,0.00,0,gley,
15665,base,base,15368,Road_115-Lane_1-Waypoint_18,115,1,-533.743,0.010,-355.669,12113,Road_115-Lane_1-Waypoint_20,115,1,-539.442,0.010,-355.692,,,,0.00,0,gley,
15666,base,base,15369,Road_230-Lane_1-Waypoint_2,230,1,-2948.627,-0.209,-1017.591,11857,Road_230-Lane_1-Waypoint_4,230,1,-2942.112,-0.209,-1015.556,,,,0.00,1,gley,
15667,base,base,15370,Road_214-Lane_3-Waypoint_34,214,3,-2592.292,0.000,-1188.675,5109,Road_214-Lane_3-Waypoint_36,214,3,-2592.864,0.000,-1193.644,,,,0.00,0,gley,
